,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xege,xegvy,yege,yegvx,lettr,prediction
9622,3.0,5.0,4.0,6.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X,X
9623,4.0,7.0,6.0,5.0,6.0,8.0,5.0,4.0,2.0,7.0,7.0,8.0,7.0,8.0,5.0,8.0,V,H
9624,3.0,3.0,5.0,4.0,1.0,8.0,11.0,2.0,2.0,5.0,12.0,8.0,1.0,10.0,0.0,8.0,Y,Y
9625,5.0,9.0,6.0,8.0,3.0,8.0,5.0,9.0,7.0,5.0,4.0,8.0,3.0,8.0,4.0,8.0,Q,Q
9626,4.0,11.0,4.0,8.0,3.0,3.0,8.0,6.0,11.0,7.0,5.0,14.0,0.0,8.0,7.0,7.0,E,E
9627,5.0,4.0,5.0,7.0,2.0,7.0,4.0,15.0,6.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,U,U
9628,6.0,10.0,8.0,8.0,7.0,10.0,6.0,2.0,6.0,10.0,3.0,7.0,4.0,8.0,4.0,10.0,H,H
9629,3.0,4.0,4.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,8.0,9.0,2.0,9.0,4.0,9.0,G,G
9630,3.0,7.0,4.0,5.0,2.0,8.0,6.0,9.0,6.0,7.0,5.0,8.0,3.0,8.0,4.0,8.0,O,Q
9631,4.0,9.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,N,N
9632,1.0,0.0,2.0,0.0,0.0,8.0,9.0,3.0,1.0,6.0,12.0,8.0,2.0,11.0,0.0,8.0,V,V
9633,8.0,10.0,9.0,8.0,5.0,4.0,8.0,6.0,9.0,10.0,9.0,9.0,3.0,9.0,3.0,5.0,U,X
9634,3.0,8.0,4.0,6.0,2.0,5.0,9.0,0.0,7.0,13.0,7.0,7.0,0.0,8.0,1.0,7.0,I,I
9635,7.0,8.0,8.0,9.0,9.0,6.0,9.0,4.0,5.0,7.0,7.0,6.0,5.0,8.0,11.0,8.0,F,F
9636,3.0,4.0,4.0,3.0,1.0,5.0,12.0,2.0,2.0,9.0,11.0,7.0,3.0,12.0,1.0,7.0,V,V
9637,4.0,8.0,6.0,6.0,5.0,9.0,5.0,7.0,5.0,6.0,9.0,7.0,3.0,9.0,9.0,4.0,Y,Y
9638,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,5.0,6.0,5.0,8.0,3.0,7.0,7.0,10.0,H,B
9639,4.0,11.0,5.0,8.0,4.0,7.0,4.0,0.0,7.0,9.0,3.0,10.0,1.0,6.0,3.0,8.0,L,L
9640,4.0,4.0,5.0,6.0,2.0,7.0,8.0,15.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H,H
9641,4.0,4.0,5.0,6.0,1.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X,X
9642,2.0,6.0,4.0,4.0,3.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,8.0,7.0,9.0,B,B
9643,11.0,13.0,10.0,8.0,5.0,6.0,8.0,2.0,9.0,9.0,7.0,9.0,5.0,7.0,5.0,7.0,X,E
9644,4.0,4.0,6.0,3.0,3.0,9.0,7.0,3.0,6.0,10.0,3.0,7.0,3.0,7.0,3.0,9.0,H,R
9645,3.0,9.0,4.0,6.0,3.0,7.0,4.0,3.0,1.0,6.0,2.0,8.0,2.0,7.0,3.0,8.0,A,A
9646,5.0,8.0,6.0,6.0,4.0,6.0,9.0,6.0,5.0,8.0,7.0,9.0,6.0,9.0,1.0,7.0,N,N
9647,4.0,11.0,6.0,8.0,6.0,6.0,10.0,4.0,5.0,10.0,9.0,4.0,4.0,10.0,4.0,7.0,P,P
9648,1.0,1.0,2.0,1.0,0.0,8.0,7.0,2.0,10.0,9.0,6.0,8.0,0.0,8.0,6.0,8.0,Z,Z
9649,4.0,7.0,6.0,5.0,6.0,7.0,6.0,4.0,2.0,8.0,8.0,8.0,5.0,10.0,4.0,7.0,V,V
9650,5.0,8.0,5.0,6.0,4.0,7.0,9.0,7.0,4.0,10.0,8.0,6.0,4.0,9.0,4.0,9.0,O,P
9651,2.0,5.0,4.0,3.0,1.0,9.0,6.0,3.0,6.0,14.0,5.0,10.0,1.0,6.0,1.0,7.0,J,J
9652,4.0,5.0,5.0,6.0,5.0,8.0,4.0,7.0,4.0,6.0,5.0,8.0,3.0,8.0,4.0,9.0,Q,Q
9653,2.0,4.0,4.0,3.0,1.0,8.0,6.0,3.0,6.0,14.0,6.0,11.0,1.0,6.0,1.0,7.0,J,J
9654,4.0,7.0,6.0,5.0,3.0,7.0,8.0,2.0,10.0,12.0,6.0,8.0,1.0,9.0,6.0,8.0,Z,Z
9655,6.0,9.0,8.0,7.0,8.0,8.0,7.0,2.0,4.0,9.0,7.0,8.0,8.0,6.0,2.0,8.0,M,M
9656,5.0,11.0,6.0,8.0,5.0,6.0,8.0,9.0,8.0,7.0,5.0,7.0,2.0,8.0,9.0,10.0,B,B
9657,3.0,6.0,5.0,4.0,3.0,7.0,9.0,6.0,6.0,5.0,9.0,9.0,3.0,9.0,1.0,8.0,U,U
9658,3.0,7.0,4.0,5.0,2.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0,X,X
9659,4.0,11.0,4.0,8.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,7.0,0.0,8.0,0.0,8.0,L,L
9660,3.0,8.0,4.0,6.0,4.0,6.0,7.0,9.0,6.0,7.0,7.0,5.0,3.0,8.0,3.0,8.0,D,D
9661,3.0,7.0,5.0,5.0,2.0,7.0,11.0,1.0,3.0,8.0,11.0,8.0,1.0,10.0,0.0,8.0,Y,Y
9662,4.0,8.0,6.0,7.0,7.0,8.0,7.0,5.0,5.0,7.0,6.0,8.0,6.0,9.0,8.0,4.0,B,A
9663,4.0,10.0,4.0,5.0,2.0,10.0,3.0,2.0,5.0,12.0,3.0,11.0,2.0,9.0,4.0,10.0,L,L
9664,4.0,4.0,4.0,6.0,2.0,8.0,8.0,5.0,9.0,5.0,6.0,6.0,0.0,8.0,9.0,7.0,S,S
9665,5.0,10.0,6.0,7.0,7.0,8.0,7.0,7.0,4.0,8.0,5.0,7.0,4.0,7.0,7.0,10.0,R,R
9666,3.0,8.0,5.0,6.0,3.0,7.0,8.0,9.0,5.0,7.0,7.0,6.0,3.0,8.0,3.0,8.0,O,O
9667,4.0,8.0,6.0,7.0,5.0,7.0,7.0,4.0,5.0,6.0,7.0,9.0,4.0,8.0,8.0,8.0,L,L
9668,3.0,6.0,4.0,5.0,3.0,8.0,8.0,7.0,5.0,6.0,6.0,9.0,2.0,8.0,4.0,8.0,Q,Q
9669,5.0,8.0,5.0,6.0,3.0,6.0,9.0,1.0,8.0,8.0,9.0,4.0,1.0,11.0,4.0,5.0,Y,Y
9670,4.0,5.0,5.0,4.0,2.0,4.0,10.0,1.0,8.0,10.0,10.0,5.0,4.0,11.0,4.0,3.0,Y,Y
9671,1.0,0.0,1.0,0.0,1.0,7.0,8.0,6.0,4.0,7.0,6.0,7.0,1.0,8.0,6.0,9.0,B,B
9672,4.0,7.0,5.0,5.0,3.0,4.0,12.0,2.0,5.0,13.0,7.0,5.0,1.0,10.0,1.0,7.0,F,F
9673,6.0,12.0,6.0,6.0,4.0,9.0,4.0,3.0,4.0,12.0,7.0,11.0,3.0,10.0,5.0,11.0,L,L
9674,0.0,3.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I,I
9675,4.0,10.0,5.0,8.0,2.0,6.0,8.0,2.0,7.0,15.0,7.0,9.0,1.0,6.0,1.0,7.0,J,J
9676,2.0,3.0,4.0,2.0,2.0,8.0,8.0,3.0,5.0,10.0,4.0,7.0,2.0,7.0,3.0,9.0,R,R
9677,5.0,9.0,8.0,6.0,4.0,6.0,11.0,3.0,6.0,14.0,6.0,4.0,2.0,10.0,2.0,7.0,F,F
9678,4.0,7.0,6.0,5.0,3.0,5.0,8.0,1.0,8.0,10.0,10.0,9.0,2.0,9.0,3.0,6.0,X,X
9679,5.0,11.0,6.0,8.0,7.0,9.0,8.0,6.0,5.0,9.0,5.0,4.0,5.0,8.0,4.0,10.0,D,D
9680,4.0,6.0,5.0,4.0,3.0,7.0,7.0,8.0,7.0,6.0,6.0,11.0,2.0,9.0,4.0,9.0,G,G
9681,4.0,7.0,4.0,5.0,3.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,B,B
9682,7.0,9.0,7.0,7.0,5.0,5.0,12.0,4.0,6.0,11.0,9.0,4.0,2.0,12.0,2.0,4.0,T,T
9683,3.0,4.0,4.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,8.0,4.0,9.0,G,G
9684,4.0,11.0,5.0,8.0,2.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X,X
9685,2.0,8.0,5.0,6.0,5.0,9.0,6.0,3.0,5.0,8.0,5.0,5.0,5.0,8.0,5.0,5.0,I,I
9686,5.0,10.0,5.0,7.0,3.0,5.0,9.0,10.0,5.0,8.0,6.0,5.0,2.0,9.0,4.0,8.0,P,P
9687,5.0,7.0,6.0,5.0,3.0,7.0,6.0,7.0,7.0,10.0,6.0,11.0,2.0,10.0,4.0,9.0,G,G
9688,4.0,10.0,5.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,3.0,8.0,3.0,7.0,D,D
9689,4.0,11.0,6.0,8.0,3.0,9.0,3.0,3.0,3.0,8.0,1.0,9.0,3.0,6.0,3.0,9.0,A,A
9690,3.0,6.0,2.0,9.0,2.0,9.0,8.0,3.0,3.0,12.0,4.0,5.0,2.0,8.0,5.0,10.0,J,J
9691,6.0,10.0,8.0,8.0,9.0,6.0,5.0,5.0,4.0,6.0,6.0,8.0,4.0,5.0,9.0,10.0,K,K
9692,4.0,7.0,6.0,5.0,6.0,8.0,8.0,3.0,5.0,5.0,7.0,10.0,5.0,12.0,8.0,9.0,E,E
9693,6.0,9.0,8.0,7.0,4.0,8.0,6.0,3.0,11.0,12.0,5.0,10.0,1.0,8.0,6.0,8.0,Z,Z
9694,4.0,9.0,5.0,6.0,7.0,8.0,7.0,5.0,2.0,6.0,6.0,8.0,8.0,8.0,7.0,12.0,G,G
9695,3.0,5.0,4.0,3.0,2.0,5.0,12.0,2.0,8.0,11.0,9.0,4.0,1.0,10.0,2.0,5.0,T,T
9696,3.0,7.0,4.0,5.0,4.0,8.0,7.0,2.0,6.0,11.0,6.0,8.0,3.0,8.0,4.0,10.0,E,E
9697,3.0,4.0,6.0,3.0,3.0,7.0,6.0,3.0,4.0,9.0,7.0,8.0,7.0,5.0,1.0,8.0,M,M
9698,4.0,9.0,6.0,7.0,7.0,7.0,8.0,3.0,2.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,V,Q
9699,2.0,1.0,2.0,1.0,1.0,7.0,7.0,6.0,4.0,7.0,5.0,8.0,2.0,8.0,2.0,7.0,O,O
9700,7.0,10.0,7.0,8.0,4.0,2.0,10.0,2.0,6.0,10.0,12.0,7.0,2.0,11.0,2.0,6.0,Y,Y
9701,4.0,7.0,5.0,5.0,8.0,9.0,8.0,4.0,5.0,7.0,6.0,6.0,4.0,6.0,8.0,7.0,D,D
9702,4.0,5.0,5.0,3.0,2.0,4.0,12.0,2.0,3.0,9.0,11.0,7.0,4.0,10.0,1.0,7.0,V,V
9703,5.0,10.0,6.0,8.0,6.0,6.0,8.0,9.0,8.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D,D
9704,3.0,5.0,5.0,3.0,2.0,8.0,7.0,3.0,8.0,11.0,5.0,7.0,1.0,9.0,4.0,8.0,S,S
9705,4.0,7.0,5.0,5.0,2.0,7.0,10.0,3.0,5.0,14.0,5.0,3.0,0.0,10.0,3.0,8.0,P,P
9706,2.0,1.0,2.0,2.0,0.0,4.0,7.0,8.0,1.0,7.0,6.0,11.0,3.0,8.0,2.0,11.0,K,K
9707,3.0,9.0,5.0,7.0,5.0,12.0,5.0,1.0,6.0,8.0,4.0,5.0,1.0,8.0,5.0,10.0,I,B
9708,6.0,14.0,6.0,8.0,3.0,8.0,7.0,2.0,5.0,13.0,4.0,5.0,2.0,8.0,6.0,10.0,I,I
9709,5.0,6.0,8.0,4.0,4.0,6.0,7.0,3.0,6.0,10.0,8.0,10.0,3.0,8.0,3.0,7.0,H,H
9710,2.0,3.0,3.0,2.0,1.0,8.0,7.0,6.0,4.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0,O,O
9711,5.0,11.0,6.0,8.0,4.0,6.0,6.0,7.0,8.0,11.0,6.0,13.0,2.0,9.0,4.0,8.0,G,C
9712,3.0,9.0,4.0,7.0,4.0,7.0,7.0,8.0,4.0,7.0,6.0,9.0,3.0,8.0,3.0,8.0,O,O
9713,2.0,1.0,2.0,2.0,1.0,5.0,11.0,4.0,3.0,10.0,8.0,3.0,0.0,9.0,3.0,7.0,P,P
9714,2.0,2.0,3.0,3.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,2.0,8.0,7.0,8.0,Z,Z
9715,5.0,8.0,7.0,7.0,7.0,7.0,9.0,5.0,5.0,7.0,7.0,10.0,5.0,9.0,9.0,10.0,E,C
9716,3.0,7.0,4.0,5.0,4.0,8.0,5.0,7.0,3.0,6.0,7.0,8.0,3.0,7.0,6.0,9.0,Q,Q
9717,7.0,9.0,9.0,8.0,10.0,7.0,8.0,5.0,6.0,8.0,6.0,8.0,7.0,7.0,8.0,8.0,V,B
9718,4.0,5.0,5.0,4.0,3.0,8.0,7.0,3.0,9.0,6.0,6.0,8.0,2.0,8.0,6.0,9.0,X,X
9719,4.0,5.0,4.0,7.0,2.0,3.0,13.0,8.0,1.0,11.0,6.0,3.0,1.0,10.0,4.0,8.0,P,P
9720,3.0,6.0,4.0,4.0,4.0,8.0,7.0,6.0,2.0,7.0,6.0,11.0,3.0,8.0,7.0,10.0,E,Q
9721,4.0,6.0,6.0,7.0,7.0,8.0,9.0,5.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,6.0,F,B
9722,3.0,7.0,3.0,5.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,L,L
9723,7.0,9.0,8.0,5.0,4.0,7.0,8.0,3.0,4.0,6.0,9.0,6.0,9.0,11.0,3.0,5.0,W,W
9724,1.0,1.0,1.0,2.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0,I,I
9725,3.0,7.0,5.0,5.0,5.0,5.0,7.0,3.0,6.0,7.0,6.0,12.0,2.0,10.0,8.0,6.0,E,E
9726,4.0,8.0,5.0,6.0,2.0,5.0,10.0,2.0,2.0,8.0,12.0,8.0,2.0,11.0,0.0,8.0,Y,Y
9727,3.0,7.0,4.0,5.0,3.0,7.0,7.0,8.0,5.0,7.0,7.0,8.0,3.0,8.0,3.0,8.0,O,O
9728,5.0,8.0,8.0,6.0,4.0,5.0,8.0,2.0,8.0,11.0,10.0,10.0,3.0,8.0,3.0,6.0,X,X
9729,3.0,8.0,5.0,6.0,1.0,6.0,8.0,4.0,3.0,7.0,14.0,8.0,3.0,10.0,0.0,8.0,V,V
9730,4.0,7.0,6.0,5.0,9.0,8.0,7.0,5.0,2.0,7.0,7.0,8.0,10.0,10.0,3.0,8.0,W,W
9731,3.0,7.0,5.0,5.0,3.0,8.0,8.0,5.0,5.0,8.0,5.0,7.0,3.0,7.0,5.0,10.0,R,R
9732,2.0,3.0,4.0,2.0,1.0,9.0,6.0,3.0,5.0,14.0,6.0,10.0,0.0,7.0,0.0,8.0,J,J
9733,6.0,8.0,6.0,6.0,3.0,4.0,10.0,1.0,8.0,11.0,10.0,6.0,2.0,11.0,4.0,3.0,Y,Y
9734,6.0,10.0,7.0,8.0,7.0,8.0,7.0,9.0,4.0,7.0,6.0,8.0,3.0,8.0,3.0,7.0,O,O
9735,2.0,1.0,2.0,3.0,2.0,5.0,9.0,4.0,4.0,9.0,8.0,5.0,1.0,10.0,3.0,7.0,P,P
9736,1.0,0.0,2.0,1.0,0.0,7.0,7.0,11.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H,H
9737,9.0,10.0,9.0,8.0,4.0,3.0,8.0,6.0,8.0,12.0,11.0,10.0,3.0,9.0,2.0,6.0,U,U
9738,1.0,6.0,2.0,4.0,1.0,7.0,13.0,0.0,4.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0,T,T
9739,3.0,5.0,3.0,6.0,3.0,8.0,8.0,5.0,3.0,8.0,8.0,10.0,3.0,9.0,6.0,8.0,Q,Q
9740,3.0,4.0,5.0,3.0,3.0,8.0,8.0,3.0,5.0,9.0,4.0,7.0,2.0,6.0,4.0,10.0,R,R
9741,3.0,8.0,4.0,6.0,4.0,7.0,7.0,12.0,1.0,6.0,6.0,8.0,5.0,8.0,0.0,8.0,N,N
9742,5.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,4.0,6.0,6.0,8.0,4.0,8.0,1.0,7.0,U,U
9743,2.0,1.0,3.0,2.0,1.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,O,H
9744,2.0,4.0,4.0,3.0,2.0,6.0,8.0,2.0,8.0,11.0,7.0,9.0,2.0,8.0,4.0,8.0,E,E
9745,7.0,11.0,7.0,6.0,4.0,8.0,9.0,5.0,3.0,11.0,5.0,4.0,4.0,11.0,6.0,5.0,P,P
9746,4.0,8.0,6.0,6.0,7.0,8.0,7.0,3.0,5.0,7.0,7.0,9.0,7.0,9.0,6.0,6.0,L,L
9747,7.0,10.0,8.0,8.0,6.0,7.0,8.0,3.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,8.0,S,S
9748,2.0,3.0,4.0,4.0,0.0,7.0,10.0,1.0,3.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y,Y
9749,6.0,10.0,8.0,8.0,9.0,7.0,7.0,6.0,2.0,7.0,8.0,8.0,6.0,8.0,4.0,8.0,W,H
9750,1.0,1.0,3.0,2.0,1.0,5.0,10.0,1.0,6.0,9.0,11.0,9.0,1.0,11.0,2.0,8.0,Y,Y
9751,3.0,5.0,5.0,7.0,1.0,7.0,10.0,1.0,3.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y,Y
9752,2.0,4.0,3.0,3.0,2.0,7.0,7.0,2.0,7.0,11.0,7.0,9.0,2.0,8.0,4.0,8.0,E,E
9753,4.0,10.0,6.0,7.0,3.0,4.0,13.0,4.0,4.0,13.0,8.0,3.0,1.0,10.0,2.0,5.0,F,F
9754,5.0,9.0,5.0,4.0,3.0,8.0,6.0,4.0,6.0,8.0,5.0,7.0,5.0,9.0,5.0,7.0,D,S
9755,2.0,3.0,2.0,2.0,2.0,7.0,7.0,5.0,7.0,7.0,6.0,9.0,2.0,8.0,5.0,10.0,E,E
9756,2.0,3.0,4.0,2.0,2.0,6.0,7.0,2.0,6.0,10.0,8.0,11.0,3.0,8.0,2.0,8.0,K,K
9757,2.0,4.0,3.0,3.0,2.0,5.0,10.0,4.0,5.0,10.0,9.0,5.0,1.0,10.0,3.0,6.0,F,F
9758,4.0,4.0,5.0,6.0,2.0,7.0,7.0,4.0,15.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0,Z,Z
9759,5.0,8.0,7.0,6.0,5.0,9.0,8.0,3.0,7.0,10.0,4.0,5.0,2.0,8.0,6.0,10.0,B,B
9760,4.0,10.0,6.0,8.0,8.0,8.0,7.0,5.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,T,B
9761,6.0,6.0,6.0,8.0,3.0,7.0,8.0,15.0,0.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H,H
9762,3.0,8.0,4.0,6.0,4.0,7.0,7.0,13.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,H,H
9763,5.0,8.0,5.0,6.0,2.0,4.0,9.0,5.0,7.0,12.0,11.0,8.0,3.0,9.0,1.0,6.0,U,U
9764,7.0,8.0,9.0,10.0,11.0,8.0,10.0,2.0,4.0,7.0,9.0,6.0,6.0,9.0,7.0,5.0,P,N
9765,4.0,4.0,6.0,6.0,7.0,9.0,4.0,5.0,3.0,7.0,7.0,8.0,5.0,9.0,4.0,8.0,Y,Q
9766,6.0,9.0,6.0,4.0,4.0,8.0,7.0,3.0,5.0,9.0,4.0,8.0,6.0,7.0,6.0,8.0,R,B
9767,3.0,11.0,4.0,9.0,4.0,10.0,7.0,1.0,7.0,11.0,3.0,7.0,0.0,7.0,1.0,7.0,J,J
9768,6.0,8.0,8.0,7.0,9.0,7.0,9.0,4.0,3.0,7.0,5.0,8.0,12.0,8.0,5.0,7.0,M,M
9769,3.0,8.0,5.0,6.0,2.0,7.0,8.0,1.0,6.0,14.0,5.0,8.0,1.0,7.0,0.0,7.0,J,J
9770,4.0,5.0,5.0,3.0,2.0,4.0,12.0,2.0,3.0,9.0,11.0,7.0,4.0,11.0,1.0,7.0,V,V
9771,1.0,3.0,3.0,2.0,2.0,8.0,8.0,2.0,5.0,10.0,6.0,6.0,2.0,8.0,4.0,8.0,B,B
9772,3.0,11.0,5.0,8.0,4.0,8.0,5.0,3.0,0.0,7.0,1.0,8.0,2.0,7.0,3.0,8.0,A,A
9773,3.0,7.0,5.0,5.0,7.0,9.0,8.0,4.0,3.0,6.0,7.0,7.0,5.0,11.0,7.0,7.0,B,P
9774,5.0,4.0,7.0,7.0,4.0,8.0,8.0,4.0,2.0,7.0,8.0,8.0,9.0,9.0,0.0,8.0,W,W
9775,3.0,2.0,4.0,3.0,2.0,6.0,8.0,6.0,7.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0,U,U
9776,2.0,1.0,3.0,1.0,2.0,6.0,7.0,4.0,8.0,7.0,6.0,10.0,3.0,8.0,5.0,8.0,K,K
9777,3.0,8.0,5.0,6.0,5.0,7.0,7.0,4.0,8.0,7.0,7.0,8.0,3.0,8.0,5.0,10.0,E,E
9778,1.0,4.0,2.0,3.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I,I
9779,6.0,11.0,9.0,8.0,5.0,8.0,8.0,2.0,7.0,10.0,4.0,8.0,3.0,8.0,3.0,9.0,K,H
9780,4.0,10.0,7.0,8.0,5.0,12.0,3.0,2.0,2.0,9.0,2.0,9.0,2.0,6.0,2.0,8.0,A,A
9781,4.0,11.0,6.0,8.0,5.0,5.0,6.0,5.0,8.0,6.0,7.0,12.0,3.0,8.0,6.0,10.0,K,C
9782,4.0,5.0,5.0,7.0,2.0,7.0,5.0,14.0,5.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,U,U
9783,3.0,5.0,6.0,4.0,3.0,9.0,8.0,4.0,6.0,9.0,5.0,6.0,3.0,7.0,4.0,9.0,R,R
9784,3.0,9.0,4.0,6.0,4.0,7.0,7.0,6.0,9.0,7.0,7.0,9.0,3.0,8.0,6.0,9.0,E,E
9785,6.0,7.0,6.0,5.0,4.0,5.0,9.0,1.0,8.0,9.0,9.0,5.0,2.0,9.0,4.0,4.0,Y,Y
9786,4.0,11.0,6.0,8.0,4.0,5.0,3.0,3.0,9.0,6.0,1.0,8.0,1.0,6.0,3.0,6.0,L,L
9787,5.0,5.0,6.0,8.0,4.0,5.0,10.0,9.0,3.0,7.0,5.0,8.0,3.0,8.0,6.0,11.0,R,R
9788,4.0,11.0,5.0,8.0,2.0,8.0,6.0,3.0,7.0,15.0,5.0,9.0,1.0,6.0,1.0,7.0,J,J
9789,2.0,7.0,4.0,5.0,2.0,7.0,11.0,2.0,3.0,6.0,11.0,9.0,2.0,10.0,1.0,8.0,V,V
9790,1.0,0.0,1.0,0.0,0.0,3.0,12.0,4.0,2.0,11.0,8.0,6.0,0.0,8.0,2.0,7.0,F,F
9791,2.0,4.0,4.0,3.0,2.0,7.0,7.0,2.0,6.0,10.0,5.0,9.0,4.0,7.0,2.0,8.0,K,D
9792,2.0,1.0,3.0,2.0,2.0,6.0,7.0,4.0,7.0,7.0,6.0,10.0,3.0,8.0,5.0,9.0,K,K
9793,5.0,8.0,7.0,6.0,6.0,8.0,6.0,6.0,5.0,7.0,7.0,8.0,8.0,5.0,2.0,8.0,M,M
9794,4.0,8.0,5.0,6.0,3.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X,X
9795,2.0,6.0,4.0,4.0,2.0,8.0,7.0,2.0,9.0,11.0,5.0,9.0,1.0,8.0,5.0,8.0,Z,E
9796,7.0,10.0,10.0,7.0,8.0,7.0,8.0,2.0,6.0,10.0,7.0,8.0,5.0,9.0,4.0,8.0,H,H
9797,3.0,8.0,4.0,6.0,4.0,7.0,7.0,12.0,1.0,6.0,6.0,8.0,5.0,8.0,0.0,8.0,N,N
9798,9.0,13.0,8.0,7.0,4.0,7.0,5.0,6.0,7.0,3.0,9.0,7.0,5.0,9.0,3.0,6.0,U,U
9799,5.0,10.0,6.0,8.0,3.0,2.0,2.0,5.0,8.0,1.0,0.0,6.0,0.0,7.0,1.0,6.0,L,L
9800,6.0,6.0,6.0,4.0,3.0,3.0,9.0,5.0,7.0,10.0,10.0,10.0,3.0,9.0,2.0,6.0,U,U
9801,4.0,3.0,4.0,4.0,2.0,6.0,9.0,8.0,4.0,6.0,5.0,8.0,2.0,8.0,5.0,10.0,R,R
9802,5.0,9.0,8.0,8.0,10.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,7.0,10.0,9.0,5.0,B,B
9803,4.0,8.0,6.0,6.0,3.0,4.0,8.0,3.0,7.0,11.0,11.0,11.0,3.0,8.0,4.0,5.0,K,K
9804,4.0,7.0,5.0,5.0,2.0,7.0,4.0,13.0,5.0,7.0,15.0,8.0,3.0,9.0,0.0,8.0,U,U
9805,5.0,10.0,7.0,8.0,5.0,6.0,11.0,1.0,6.0,13.0,7.0,5.0,1.0,10.0,2.0,7.0,F,F
9806,2.0,5.0,4.0,4.0,2.0,4.0,12.0,4.0,4.0,13.0,8.0,5.0,1.0,10.0,1.0,7.0,F,F
9807,2.0,0.0,2.0,1.0,1.0,7.0,6.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,O,O
9808,6.0,8.0,7.0,7.0,6.0,8.0,6.0,4.0,5.0,7.0,7.0,8.0,3.0,8.0,8.0,10.0,L,L
9809,1.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,4.0,0.0,3.0,4.0,0.0,8.0,0.0,8.0,L,L
9810,6.0,9.0,6.0,6.0,6.0,5.0,10.0,3.0,3.0,9.0,7.0,7.0,6.0,11.0,2.0,7.0,W,W
9811,9.0,10.0,9.0,7.0,6.0,2.0,10.0,2.0,4.0,11.0,11.0,9.0,7.0,10.0,1.0,7.0,W,W
9812,6.0,9.0,8.0,6.0,6.0,8.0,8.0,6.0,5.0,5.0,8.0,8.0,3.0,8.0,9.0,6.0,Y,Y
9813,3.0,5.0,5.0,5.0,4.0,8.0,5.0,5.0,5.0,7.0,7.0,8.0,2.0,8.0,8.0,11.0,L,S
9814,5.0,9.0,6.0,6.0,5.0,7.0,7.0,8.0,4.0,7.0,6.0,9.0,3.0,8.0,4.0,7.0,O,O
9815,7.0,10.0,5.0,5.0,4.0,7.0,6.0,3.0,2.0,8.0,6.0,8.0,4.0,9.0,9.0,8.0,G,G
9816,4.0,11.0,4.0,8.0,3.0,3.0,7.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,8.0,7.0,E,E
